"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",26,13,0,13
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",34,15,0,19
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",12,2,0,10
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","No","Not applicable","Not applicable","Yes","Not applicable",3,1,0,2
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",40,18,0,22
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",30,13,0,17
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",21,5,0,16
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,2,0,0
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",20,12,0,8
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",41,9,0,32
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",10,0,0,10
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",5,3,0,2
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Yes","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,2,0,0
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",18,10,0,8
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",34,9,0,25
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",16,1,0,15
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","No","Not applicable","Not applicable","Yes","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",2,2,0,0
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",18,12,0,6
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",28,8,0,20
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",23,1,0,22
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","65 and over","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,2,0,2
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","65 and over","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","65 and over","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,2,0,2
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","65 and over","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",4,2,0,2
2023,"2023-01-01","2023-01-31","nsw","inner regional australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","0-16","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","0-16","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,2,0,6
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",50,26,0,24
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",5,2,0,3
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",10,0,0,10
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",22,15,0,7
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,1,0,5
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",29,12,0,17
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,2,0,4
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",12,1,0,11
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",5,1,0,4
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",45,24,0,21
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",7,3,0,4
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",10,0,0,10
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",4,1,0,3
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",7,5,0,2
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",66,18,0,48
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,1,0,3
2023,"2023-01-01","2023-01-31","nsw","major cities of australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",66,9,0,57
